age,taille,poids,sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,risque_personnel,loyer_mensuel,montant_pret
30,179.8,71.8,non,aucun,Corse,oui,4442,marié,0.93,5175.89104031576,500.0
69,166.6,105.3,oui,bac,Provence-Alpes-Côte d’Azur,non,2475,célibataire,0.59,10000.0,33400.713378645014
66,179.3,44.2,non,aucun,Hauts-de-France,non,500,célibataire,0.49,10000.0,500.0
44,158.6,68.8,oui,doctorat,Occitanie,oui,626,veuf,0.3,5000.0,22913.17983648344
50,156.9,54.2,non,doctorat,Auvergne-Rhône-Alpes,non,1765,marié,0.5,328.42,500.0
32,195.1,82.5,non,bac+2,Hauts-de-France,oui,500,célibataire,0.52,10000.0,500.0
63,166.3,66.8,non,bac+2,Auvergne-Rhône-Alpes,oui,3588,veuf,0.43,10000.0,16157.452348362816
33,155.0,77.3,oui,master,Corse,non,4020,marié,0.41,283.82,23675.74690497324
61,169.0,64.4,oui,master,Auvergne-Rhône-Alpes,non,1992,divorcé,0.04,5000.0,500.0
72,173.4,68.9,oui,master,Hauts-de-France,oui,783,veuf,0.66,10000.0,7953.303400752445
55,181.4,67.3,oui,bac+2,Bretagne,oui,2220,célibataire,0.89,10000.0,14199.35498259439
35,178.2,59.2,oui,bac,Provence-Alpes-Côte d’Azur,oui,1766,célibataire,0.71,718.49,10367.43764033394
27,165.2,71.9,oui,bac+2,Auvergne-Rhône-Alpes,oui,807,marié,0.36,1235.23,500.0
50,184.3,83.4,non,master,Corse,oui,2366,célibataire,0.99,879.49,500.0
63,152.9,68.2,oui,master,Auvergne-Rhône-Alpes,oui,4022,marié,0.75,5000.0,16879.494844426
42,167.1,76.3,non,aucun,Bretagne,non,3831,marié,0.19,5175.89104031576,4597.657007308739
41,172.5,95.6,non,doctorat,Occitanie,non,751,marié,0.97,5175.89104031576,9578.290697501116
58,161.6,74.2,oui,aucun,Bretagne,oui,3152,marié,0.97,5000.0,500.0
23,159.9,94.4,non,bac,Provence-Alpes-Côte d’Azur,non,1908,célibataire,0.93,5175.89104031576,12785.151005406902
25,173.4,63.1,oui,doctorat,Occitanie,non,3186,marié,0.4,951.47,42398.269581583576
48,163.9,62.7,oui,bac,Corse,oui,702,marié,0.83,706.01,500.0
64,169.2,70.1,non,aucun,Corse,non,3662,divorcé,0.58,5000.0,500.0
40,178.0,75.1,non,doctorat,Bretagne,non,4281,célibataire,0.59,10000.0,37463.214258338274
20,182.6,56.2,non,bac+2,Corse,non,3062,marié,0.94,484.2,14355.315932682724
37,172.5,82.4,non,aucun,Hauts-de-France,non,1709,marié,0.26,5000.0,500.0
39,173.3,81.4,non,doctorat,Normandie,non,4108,divorcé,0.37,10000.0,27556.50815979591
43,154.7,88.2,non,master,Île-de-France,non,1847,marié,0.15,1361.27,28557.575861087626
28,164.2,51.9,non,bac,Bretagne,oui,1541,marié,0.81,5000.0,6490.729349935428
69,168.9,71.2,non,bac+2,Hauts-de-France,oui,1136,marié,0.49,5175.89104031576,500.0
23,159.7,59.9,oui,bac+2,Occitanie,oui,592,marié,0.38,5175.89104031576,11963.93044304796
26,185.1,61.8,non,bac,Île-de-France,non,1667,marié,0.74,5000.0,500.0
20,162.7,73.2,non,bac,Normandie,oui,4133,veuf,0.67,5175.89104031576,500.0
47,179.4,67.4,non,doctorat,Provence-Alpes-Côte d’Azur,non,3047,veuf,0.33,10000.0,30423.3274770648
18,167.5,80.3,oui,master,Hauts-de-France,oui,2679,célibataire,0.88,5175.89104031576,10753.421326523568
32,162.4,82.5,non,bac,Auvergne-Rhône-Alpes,oui,2965,marié,0.9,5175.89104031576,500.0
24,171.9,62.9,non,doctorat,Hauts-de-France,non,1258,marié,0.74,5175.89104031576,14430.51876497812
66,167.6,43.6,oui,master,Île-de-France,non,709,célibataire,0.35,555.26,19040.500677405915
22,172.1,81.9,oui,bac+2,Hauts-de-France,non,1714,marié,0.09,5175.89104031576,500.0
25,169.7,86.4,non,master,Corse,oui,2075,veuf,0.19,997.41,500.0
74,157.6,60.5,oui,aucun,Normandie,non,3000,marié,0.84,5000.0,7477.073555735235
22,171.1,63.0,non,bac,Corse,non,2968,veuf,0.64,1464.35,2134.918650904049
24,151.9,63.4,non,bac+2,Provence-Alpes-Côte d’Azur,oui,4142,marié,0.04,561.0,11686.368750865196
51,179.9,93.7,non,bac+2,Auvergne-Rhône-Alpes,oui,3224,marié,0.3,10000.0,500.0
45,162.9,82.0,non,master,Bretagne,oui,2027,divorcé,0.9,5175.89104031576,10439.463682214197
26,181.9,64.0,oui,bac+2,Hauts-de-France,non,3150,célibataire,0.61,5175.89104031576,500.0
34,171.1,61.6,non,bac+2,Île-de-France,oui,2480,marié,0.58,5000.0,15468.721379985676
33,175.6,41.3,oui,bac,Bretagne,oui,2869,marié,0.91,10000.0,500.0
69,178.2,73.9,non,master,Hauts-de-France,non,4174,marié,0.32,5000.0,20830.636004097378
58,169.9,62.4,non,master,Île-de-France,non,2696,marié,0.76,619.3,18032.997930267607
31,163.5,68.0,oui,bac+2,Occitanie,oui,3512,marié,0.63,10000.0,500.0
25,162.8,73.9,non,aucun,Normandie,oui,4384,marié,0.26,5000.0,500.0
29,162.5,54.1,non,master,Hauts-de-France,oui,4094,marié,0.96,5175.89104031576,10152.632831132174
49,168.6,74.3,oui,aucun,Île-de-France,non,2743,marié,0.12,10000.0,20470.270283209386
63,158.1,72.5,oui,bac,Île-de-France,oui,1688,marié,0.01,937.35,500.0
66,169.4,75.5,oui,bac,Auvergne-Rhône-Alpes,non,2867,divorcé,0.23,5000.0,21557.631054963626
32,164.6,78.0,non,bac+2,Normandie,non,2340,célibataire,0.95,784.59,15851.10313388327
36,185.4,96.4,oui,bac,Corse,oui,2630,veuf,0.9,746.44,500.0
24,165.8,92.6,oui,bac,Normandie,non,2826,célibataire,0.77,10000.0,21426.123779908557
65,161.3,82.9,oui,doctorat,Corse,non,3343,célibataire,0.56,5000.0,22762.1917704371
70,178.8,91.2,oui,doctorat,Auvergne-Rhône-Alpes,oui,2089,marié,0.14,5175.89104031576,32726.64490927184
39,178.3,67.9,non,bac+2,Île-de-France,non,1718,célibataire,0.93,10000.0,24019.529808341456
61,193.0,85.3,non,aucun,Normandie,non,1058,célibataire,0.94,989.21,500.0
64,176.1,64.0,oui,bac+2,Normandie,oui,4787,veuf,0.9,10000.0,500.0
27,166.1,91.6,oui,master,Provence-Alpes-Côte d’Azur,oui,2125,célibataire,0.58,718.31,19486.43444172945
74,158.3,63.4,non,bac,Hauts-de-France,oui,1193,marié,0.15,5000.0,500.0
38,150.9,91.5,oui,master,Corse,non,1248,divorcé,0.34,402.19,17721.29297543405
47,153.7,80.3,oui,aucun,Île-de-France,non,4191,marié,0.32,952.02,500.0
21,181.6,48.3,oui,bac,Provence-Alpes-Côte d’Azur,non,3883,divorcé,0.21,747.28,23325.338501823888
46,164.8,50.0,oui,master,Normandie,oui,3054,célibataire,0.82,1033.29,500.0
51,163.2,78.5,oui,bac,Occitanie,non,2219,marié,0.36,821.45,10309.92306562366
72,161.5,82.7,non,aucun,Auvergne-Rhône-Alpes,oui,3802,célibataire,0.82,5175.89104031576,500.0
61,164.8,58.8,oui,bac+2,Bretagne,oui,3963,célibataire,0.78,5000.0,23553.074100197176
32,178.6,84.0,non,aucun,Hauts-de-France,oui,821,divorcé,0.95,1189.81,500.0
69,158.4,68.1,non,aucun,Provence-Alpes-Côte d’Azur,non,2205,marié,0.16,317.95,8120.4633303876335
41,180.8,66.9,non,doctorat,Île-de-France,non,2474,marié,0.42,5000.0,500.0
24,167.4,56.1,oui,doctorat,Île-de-France,oui,1285,marié,0.12,5000.0,500.0
37,177.6,69.5,non,doctorat,Île-de-France,non,2433,célibataire,0.28,5175.89104031576,23930.493958673607
62,181.6,69.2,oui,bac+2,Provence-Alpes-Côte d’Azur,non,3119,marié,0.92,10000.0,22945.025107320434
31,169.3,89.0,oui,bac+2,Corse,oui,1835,divorcé,0.91,5000.0,500.0
28,178.0,68.1,non,bac,Normandie,non,1066,divorcé,0.27,10000.0,4183.406412898141
30,160.8,48.6,non,master,Île-de-France,non,2197,marié,0.08,1246.17,20324.11888630817
24,170.6,57.3,non,master,Île-de-France,non,1537,divorcé,0.19,5175.89104031576,19758.871226550404
73,163.8,75.4,oui,doctorat,Normandie,oui,3902,veuf,0.83,1042.61,500.0
57,178.0,78.9,non,master,Provence-Alpes-Côte d’Azur,non,2828,veuf,0.79,10000.0,24661.52749083497
34,180.3,74.0,non,bac,Corse,oui,500,célibataire,0.68,5175.89104031576,500.0
57,161.9,36.0,oui,doctorat,Corse,oui,4318,veuf,0.56,10000.0,17153.875972445985
72,148.7,84.7,oui,aucun,Occitanie,oui,2276,célibataire,0.7,633.67,500.0
36,169.8,91.9,oui,doctorat,Bretagne,oui,3757,veuf,0.65,5175.89104031576,28663.370907279943
44,153.3,79.4,oui,bac+2,Occitanie,non,1506,veuf,0.8,1138.53,18053.81925743533
62,163.5,62.2,non,master,Hauts-de-France,oui,1358,célibataire,0.29,5175.89104031576,1936.7691870841425
19,177.4,77.9,oui,master,Hauts-de-France,non,3749,veuf,0.66,5175.89104031576,4520.636290570551
41,177.1,61.2,non,bac,Normandie,oui,3243,divorcé,0.44,947.13,2389.929132211358
64,174.4,75.2,oui,master,Provence-Alpes-Côte d’Azur,non,2220,célibataire,0.53,5175.89104031576,500.0
39,177.4,81.9,oui,aucun,Bretagne,non,500,divorcé,0.08,5175.89104031576,500.0
30,190.2,90.9,non,aucun,Bretagne,oui,3799,marié,0.75,5175.89104031576,500.0
54,176.4,81.7,oui,master,Normandie,oui,2618,célibataire,0.52,5175.89104031576,500.0
62,172.7,60.8,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,1252,marié,0.94,5175.89104031576,33352.500584021866
48,181.4,90.8,oui,doctorat,Provence-Alpes-Côte d’Azur,non,3178,divorcé,0.77,5000.0,47161.18467361485
44,175.9,54.7,oui,doctorat,Bretagne,oui,3715,divorcé,0.63,5000.0,30539.875874023797
48,178.2,58.9,oui,aucun,Occitanie,non,3122,marié,0.61,5175.89104031576,16244.457336846015
29,175.7,64.6,non,master,Bretagne,oui,3152,divorcé,0.14,5175.89104031576,7061.878616769964
48,165.9,51.8,oui,aucun,Provence-Alpes-Côte d’Azur,oui,3528,divorcé,0.33,5000.0,4385.913973233552
25,153.1,85.5,non,aucun,Provence-Alpes-Côte d’Azur,non,2029,célibataire,0.75,5175.89104031576,500.0
67,151.5,62.5,oui,bac+2,Bretagne,oui,3965,célibataire,0.91,956.77,10938.41577489768
75,165.7,53.9,oui,aucun,Auvergne-Rhône-Alpes,non,2543,marié,0.51,10000.0,7152.774224489252
56,175.8,89.9,oui,bac,Île-de-France,oui,3617,veuf,0.91,5000.0,16472.646515827604
71,175.7,76.0,oui,bac,Bretagne,oui,2890,marié,0.99,809.53,6675.714465733045
45,161.2,82.0,non,master,Provence-Alpes-Côte d’Azur,non,3965,divorcé,0.19,10000.0,26219.81125959639
60,161.7,87.1,oui,bac+2,Hauts-de-France,oui,500,marié,0.85,5175.89104031576,500.0
69,180.3,75.8,non,doctorat,Auvergne-Rhône-Alpes,oui,2497,marié,0.6,10000.0,19399.797462970557
75,181.3,78.1,oui,doctorat,Corse,oui,1697,marié,0.18,5000.0,500.0
48,196.9,92.5,non,master,Auvergne-Rhône-Alpes,oui,2475,marié,0.82,662.98,1799.1729209503717
36,163.2,74.7,non,bac+2,Hauts-de-France,non,3047,divorcé,0.62,970.77,23852.949774490346
74,147.4,45.8,non,bac+2,Corse,oui,3057,célibataire,0.31,5000.0,500.0
37,175.3,41.3,non,doctorat,Hauts-de-France,non,1422,marié,0.11,687.91,500.0
40,142.9,80.4,non,bac,Hauts-de-France,oui,3279,marié,0.52,1221.34,500.0
61,173.6,67.5,oui,doctorat,Auvergne-Rhône-Alpes,non,3636,divorcé,0.9,5175.89104031576,47358.491712869785
68,174.9,88.2,non,master,Auvergne-Rhône-Alpes,oui,882,veuf,0.05,5175.89104031576,8977.41551107079
66,171.3,74.9,oui,bac,Provence-Alpes-Côte d’Azur,non,2160,célibataire,0.4,5000.0,13056.01425629857
73,176.2,70.1,non,bac+2,Occitanie,oui,2181,marié,0.47,1330.47,500.0
43,166.3,61.6,non,bac+2,Corse,non,1464,veuf,0.73,714.1,500.0
27,176.7,68.8,oui,doctorat,Île-de-France,oui,2442,divorcé,0.39,5000.0,6190.914612776286
45,183.4,41.8,non,doctorat,Corse,non,2300,marié,0.3,5000.0,16953.531578012247
38,174.3,107.1,oui,aucun,Normandie,oui,1569,divorcé,1.0,10000.0,500.0
26,170.2,80.0,oui,aucun,Île-de-France,oui,500,marié,0.18,5000.0,4555.734414673954
70,177.8,41.6,non,master,Île-de-France,non,812,marié,0.3,5175.89104031576,21451.13799365545
61,172.1,51.1,non,aucun,Corse,non,4370,marié,0.82,10000.0,500.0
27,163.1,91.6,oui,doctorat,Île-de-France,non,2840,veuf,0.6,10000.0,22375.08357037309
71,169.0,82.6,non,master,Occitanie,non,3352,marié,0.72,5000.0,15555.765011897262
69,159.1,60.4,oui,master,Île-de-France,non,3260,veuf,0.97,10000.0,15978.347542555131
31,173.8,53.7,non,doctorat,Bretagne,non,4292,divorcé,0.64,5175.89104031576,28725.232684272
63,180.7,75.4,oui,bac,Occitanie,oui,2416,veuf,0.09,10000.0,500.0
33,185.8,37.6,oui,aucun,Provence-Alpes-Côte d’Azur,non,500,célibataire,0.61,10000.0,3288.69417620121
23,144.2,62.6,oui,doctorat,Normandie,non,3070,veuf,0.58,5000.0,33441.52830376546
74,165.6,85.7,oui,master,Île-de-France,oui,3345,marié,0.81,5000.0,4694.595827220872
42,155.9,49.7,oui,bac+2,Hauts-de-France,oui,3585,marié,0.47,477.1,500.0
21,179.4,77.8,non,master,Auvergne-Rhône-Alpes,oui,2042,marié,0.74,5000.0,500.0
32,165.4,63.0,oui,doctorat,Hauts-de-France,non,1972,marié,0.8,5000.0,1743.629121639761
56,195.3,45.1,non,bac,Bretagne,non,1740,marié,0.0,5175.89104031576,15012.91300698009
22,182.4,55.6,oui,aucun,Normandie,non,3794,veuf,0.37,10000.0,15290.215028380671
40,167.0,74.7,oui,aucun,Auvergne-Rhône-Alpes,oui,4190,célibataire,0.83,726.15,6754.859177132382
30,171.9,76.7,non,bac,Île-de-France,oui,2246,marié,0.93,692.92,500.0
21,173.5,66.5,oui,doctorat,Île-de-France,oui,2820,divorcé,0.42,488.33,35117.9264521864
25,172.3,82.8,non,aucun,Occitanie,oui,1374,veuf,0.25,5175.89104031576,500.0
37,173.4,48.4,oui,master,Auvergne-Rhône-Alpes,oui,3635,marié,0.2,5000.0,500.0
41,164.2,76.6,non,doctorat,Occitanie,non,2682,marié,0.45,5000.0,500.0
34,166.6,63.5,oui,bac+2,Auvergne-Rhône-Alpes,oui,5036,marié,0.96,5175.89104031576,9432.87135272341
73,162.6,83.5,oui,bac,Hauts-de-France,oui,2357,veuf,0.29,5000.0,500.0
40,149.5,58.5,oui,aucun,Hauts-de-France,non,1382,veuf,0.65,5000.0,500.0
72,170.3,79.4,non,aucun,Occitanie,oui,1205,divorcé,0.38,978.75,500.0
35,179.6,73.1,non,aucun,Provence-Alpes-Côte d’Azur,oui,588,célibataire,0.63,10000.0,500.0
41,167.1,86.0,oui,doctorat,Auvergne-Rhône-Alpes,non,2878,veuf,0.33,5000.0,11044.95368508808
33,164.1,37.1,non,doctorat,Occitanie,non,2336,marié,0.89,5175.89104031576,5305.4114788708885
31,185.2,68.0,oui,bac+2,Auvergne-Rhône-Alpes,non,2277,marié,0.91,5175.89104031576,4903.344081853641
71,162.3,67.2,oui,doctorat,Hauts-de-France,non,3539,célibataire,0.87,10000.0,7808.996625173976
42,157.8,51.1,non,bac+2,Corse,non,4479,veuf,0.73,5000.0,6793.042991763258
44,177.5,79.1,non,bac+2,Île-de-France,oui,1409,marié,0.64,928.24,2662.921569604866
24,182.6,58.8,oui,aucun,Normandie,non,500,célibataire,0.43,1365.81,500.0
63,158.0,54.0,oui,aucun,Provence-Alpes-Côte d’Azur,oui,2830,célibataire,0.04,10000.0,7221.61549298505
75,168.2,70.5,non,aucun,Hauts-de-France,non,2597,veuf,0.03,5000.0,500.0
58,170.9,44.1,non,aucun,Île-de-France,non,1390,marié,0.36,5000.0,500.0
32,162.2,96.9,oui,bac,Corse,non,1457,divorcé,0.56,5000.0,7667.811763741534
47,164.1,78.5,oui,master,Île-de-France,non,1160,veuf,0.47,10000.0,30935.83509952232
42,172.5,59.9,oui,bac,Bretagne,non,3056,célibataire,0.61,923.17,1618.916947161744
27,179.0,108.9,oui,aucun,Provence-Alpes-Côte d’Azur,non,4230,divorcé,0.38,5175.89104031576,500.0
30,173.8,72.1,non,master,Corse,non,1884,marié,0.88,10000.0,500.0
31,180.1,53.4,oui,master,Corse,oui,3894,divorcé,0.97,5175.89104031576,500.0
67,169.6,82.1,non,master,Provence-Alpes-Côte d’Azur,oui,2234,célibataire,0.59,5175.89104031576,500.0
54,167.5,63.7,non,doctorat,Bretagne,non,3438,divorcé,0.56,10000.0,500.0
46,193.5,58.4,oui,bac+2,Corse,oui,500,divorcé,0.54,1148.73,500.0
58,156.1,65.4,non,aucun,Occitanie,oui,2405,célibataire,0.5,5175.89104031576,500.0
59,173.0,74.3,oui,master,Occitanie,oui,4114,veuf,0.96,5175.89104031576,500.0
65,184.3,70.3,non,bac,Corse,oui,2304,marié,0.75,10000.0,7676.124755281674
34,181.2,84.0,oui,bac,Bretagne,non,4269,marié,0.19,5175.89104031576,24766.39362476903
44,162.2,63.0,oui,bac+2,Bretagne,non,3142,divorcé,0.6,10000.0,34025.09537342137
35,166.5,56.2,non,master,Occitanie,non,2637,célibataire,0.32,5175.89104031576,20648.259670229618
33,164.3,92.2,non,aucun,Normandie,oui,2554,célibataire,0.25,5000.0,1847.097352476328
47,182.7,75.0,non,master,Normandie,non,3058,marié,0.39,5175.89104031576,500.0
58,171.0,49.1,oui,master,Occitanie,non,3347,veuf,0.37,375.51,4858.074830010861
53,171.4,89.7,non,master,Provence-Alpes-Côte d’Azur,non,2823,marié,0.33,698.78,37237.04884050561
25,173.3,70.7,oui,bac+2,Auvergne-Rhône-Alpes,non,3229,divorcé,0.36,10000.0,38976.65634804536
48,173.5,64.0,non,bac+2,Corse,non,2099,divorcé,0.99,10000.0,1140.4109620995866
37,171.2,59.3,oui,aucun,Auvergne-Rhône-Alpes,oui,3168,marié,0.81,678.01,500.0
39,170.8,38.2,non,doctorat,Corse,non,598,marié,0.58,767.58,7982.306717983974
63,167.6,62.0,non,master,Bretagne,oui,4524,veuf,0.54,10000.0,14466.452497390945
33,165.2,77.5,oui,master,Auvergne-Rhône-Alpes,oui,2209,marié,0.9,5175.89104031576,500.0
58,171.9,64.0,non,bac+2,Normandie,oui,2523,marié,0.48,5000.0,500.0
70,145.8,34.0,non,aucun,Île-de-France,oui,2573,marié,0.37,1013.26,13391.29251796894
74,182.3,98.2,oui,doctorat,Bretagne,non,3357,veuf,0.96,5175.89104031576,22454.46031741956
19,169.8,87.8,oui,doctorat,Auvergne-Rhône-Alpes,non,1410,marié,0.11,1010.84,26295.715143453537
66,189.4,53.9,oui,bac+2,Bretagne,non,885,divorcé,0.69,798.82,500.0
41,180.5,38.6,oui,aucun,Bretagne,oui,2249,célibataire,0.98,5175.89104031576,6193.533057613117
73,162.9,80.1,non,master,Corse,oui,1259,divorcé,0.4,5175.89104031576,500.0
64,158.0,71.1,oui,doctorat,Occitanie,oui,1854,divorcé,0.22,5000.0,23604.232805859625
70,174.9,74.3,oui,bac,Île-de-France,oui,4451,marié,0.06,5175.89104031576,25394.100857164816
30,152.4,71.7,non,bac,Auvergne-Rhône-Alpes,oui,3623,divorcé,0.35,5175.89104031576,500.0
66,163.9,75.8,non,doctorat,Bretagne,oui,2533,veuf,0.31,5175.89104031576,12218.73250146555
57,168.9,75.7,oui,aucun,Normandie,non,3259,marié,0.73,5175.89104031576,500.0
53,171.3,72.7,non,bac,Corse,non,1216,divorcé,0.1,638.5,500.0
68,163.0,49.0,oui,aucun,Auvergne-Rhône-Alpes,non,1163,marié,0.44,5175.89104031576,19927.734372517098
44,183.9,95.9,non,doctorat,Occitanie,oui,2949,veuf,0.77,10000.0,19005.88748952982
29,175.7,87.3,oui,doctorat,Corse,non,3346,divorcé,0.28,1032.88,26062.06378566044
64,169.7,44.5,non,bac+2,Auvergne-Rhône-Alpes,oui,2607,célibataire,0.92,5175.89104031576,500.0
64,168.8,71.8,oui,bac,Occitanie,non,500,marié,0.83,681.46,3777.707751829632
73,179.6,74.0,oui,bac+2,Bretagne,non,2903,veuf,0.06,5000.0,18471.820285212307
32,171.3,67.5,non,bac+2,Corse,non,2026,célibataire,0.85,806.86,1254.4791356165265
19,185.2,69.0,non,bac,Occitanie,oui,3547,célibataire,0.51,5175.89104031576,500.0
26,181.9,62.8,non,aucun,Corse,non,3524,marié,0.14,1038.48,500.0
62,163.3,87.7,non,bac+2,Occitanie,oui,4882,veuf,0.34,5000.0,21173.131971712315
46,170.9,81.0,non,bac,Auvergne-Rhône-Alpes,non,3374,veuf,0.54,633.52,18341.961282111577
74,177.7,61.7,oui,aucun,Corse,oui,3632,veuf,0.93,5175.89104031576,500.0
54,181.0,55.1,oui,doctorat,Hauts-de-France,non,2523,divorcé,0.91,5000.0,500.0
24,182.1,58.3,non,doctorat,Bretagne,non,2332,divorcé,0.55,10000.0,34251.4638459909
38,157.3,62.9,non,bac+2,Normandie,non,2686,marié,0.22,5175.89104031576,14498.408189582598
33,158.1,99.0,non,doctorat,Normandie,non,3765,divorcé,0.25,354.67,2724.3636103651797
41,162.3,62.8,oui,doctorat,Corse,non,2995,veuf,0.05,471.61,23428.452679391117
32,171.4,62.2,oui,aucun,Hauts-de-France,oui,2444,marié,0.42,5175.89104031576,500.0
54,174.9,76.7,oui,doctorat,Corse,non,1932,marié,0.06,5000.0,23055.217448186253
37,168.2,73.0,non,bac,Normandie,non,3611,célibataire,0.28,5175.89104031576,8879.650901689532
49,169.2,66.5,oui,bac+2,Corse,non,5166,marié,0.38,5000.0,23133.60284190722
36,179.4,70.0,oui,bac,Hauts-de-France,oui,3591,divorcé,0.98,5175.89104031576,11911.106330765071
43,162.6,64.9,oui,aucun,Occitanie,oui,1980,célibataire,0.16,5175.89104031576,500.0
71,181.6,96.4,oui,aucun,Hauts-de-France,non,2592,marié,0.39,5000.0,500.0
59,161.5,83.9,non,aucun,Normandie,non,2676,célibataire,0.11,5000.0,5063.042378361883
57,155.1,67.3,oui,bac+2,Occitanie,oui,2348,veuf,0.29,10000.0,8976.937550996681
66,165.7,56.1,non,doctorat,Provence-Alpes-Côte d’Azur,oui,3137,marié,0.98,401.23,23568.673763726696
34,165.8,62.0,non,aucun,Normandie,non,1692,divorcé,0.76,1046.9,10195.35369115418
57,168.0,62.9,oui,bac,Hauts-de-France,non,820,veuf,0.11,5000.0,15338.099370142098
73,145.8,68.8,oui,bac+2,Bretagne,non,3995,marié,0.94,10000.0,11880.587724403733
34,166.7,98.6,oui,bac,Bretagne,oui,1522,marié,0.29,5175.89104031576,500.0
44,165.3,84.6,non,bac,Hauts-de-France,oui,3062,marié,0.2,5000.0,500.0
65,191.6,83.7,non,bac+2,Bretagne,oui,500,marié,0.6,826.08,500.0
22,146.9,35.9,non,bac+2,Corse,non,2727,divorcé,0.24,240.32,17804.14095247581
37,171.8,40.1,non,bac,Provence-Alpes-Côte d’Azur,oui,2346,veuf,0.08,5175.89104031576,4965.216428687579
38,186.2,47.8,non,master,Bretagne,oui,3073,célibataire,0.27,5000.0,18519.312195103008
24,166.0,54.0,oui,aucun,Île-de-France,non,1473,veuf,0.02,5000.0,19730.30270439602
45,174.6,73.1,oui,doctorat,Normandie,oui,3036,marié,0.58,5175.89104031576,28909.07243693096
73,174.3,84.4,non,bac,Normandie,non,1822,marié,0.37,10000.0,500.0
66,158.5,67.3,oui,master,Bretagne,oui,2367,veuf,0.91,876.78,11566.720771364642
56,149.9,77.2,non,bac+2,Hauts-de-France,non,1869,marié,0.16,5000.0,500.0
36,180.9,85.3,non,bac,Île-de-France,oui,3675,célibataire,0.48,10000.0,500.0
73,164.5,78.7,oui,bac,Hauts-de-France,non,2309,marié,0.13,5000.0,7932.349340047482
72,162.0,31.9,non,aucun,Auvergne-Rhône-Alpes,non,3517,marié,0.34,945.66,6540.562112835113
42,189.1,66.2,non,bac+2,Normandie,oui,949,veuf,0.47,10000.0,500.0
71,164.2,59.4,oui,aucun,Bretagne,oui,2826,veuf,0.86,10000.0,1506.0055268628669
25,169.4,68.0,oui,bac,Normandie,oui,3248,marié,0.2,5000.0,500.0
57,175.5,51.1,oui,doctorat,Provence-Alpes-Côte d’Azur,non,3964,marié,0.66,10000.0,25624.297927761687
21,166.8,75.5,oui,master,Normandie,oui,1895,marié,0.56,1065.42,12336.53528615578
63,180.8,66.2,oui,aucun,Bretagne,oui,500,célibataire,0.66,5175.89104031576,500.0
68,161.6,99.2,non,bac+2,Hauts-de-France,oui,5067,marié,0.5,623.03,500.0
62,151.7,79.6,oui,bac+2,Occitanie,oui,2303,veuf,0.69,10000.0,500.0
73,170.6,74.2,oui,bac,Provence-Alpes-Côte d’Azur,non,627,marié,0.06,575.3,3492.8965509027084
46,159.6,58.4,oui,doctorat,Corse,oui,2635,marié,0.67,5000.0,20234.700501836604
20,175.9,57.8,oui,master,Auvergne-Rhône-Alpes,non,3174,marié,0.72,10000.0,26107.51590033502
58,156.6,62.6,non,doctorat,Corse,oui,3452,veuf,1.0,5000.0,500.0
21,159.7,69.4,non,doctorat,Provence-Alpes-Côte d’Azur,oui,1485,veuf,0.65,10000.0,500.0
28,175.9,64.1,oui,doctorat,Île-de-France,oui,2276,marié,0.44,5000.0,21152.86192483385
61,150.9,73.7,oui,bac,Normandie,oui,2874,marié,0.26,5175.89104031576,500.0
39,169.0,75.1,oui,aucun,Île-de-France,oui,4250,célibataire,0.16,5175.89104031576,3657.856153392172
58,165.0,62.9,non,bac,Auvergne-Rhône-Alpes,non,4117,célibataire,0.65,5000.0,500.0
61,174.0,79.1,non,bac,Occitanie,non,5418,veuf,0.56,10000.0,500.0
51,174.1,59.7,oui,bac+2,Normandie,non,3649,célibataire,0.02,5000.0,10392.343107506122
20,168.9,50.8,oui,master,Auvergne-Rhône-Alpes,oui,2344,divorcé,0.54,5000.0,500.0
70,166.0,91.1,oui,bac+2,Provence-Alpes-Côte d’Azur,non,4462,célibataire,0.05,5175.89104031576,34864.54582037728
75,161.6,59.6,non,master,Corse,non,1801,célibataire,0.57,5000.0,500.0
71,167.6,49.0,oui,bac+2,Bretagne,non,832,marié,0.4,10000.0,18774.77922395446
23,180.6,75.9,oui,master,Bretagne,non,3337,divorcé,0.54,10000.0,41276.19001957804
65,176.5,80.1,non,bac,Hauts-de-France,oui,3392,marié,0.03,5000.0,500.0
48,173.6,70.3,oui,master,Corse,oui,2678,divorcé,0.81,5175.89104031576,500.0
62,171.4,67.5,non,bac,Hauts-de-France,non,2498,marié,0.9,5175.89104031576,500.0
32,186.0,88.4,oui,doctorat,Corse,oui,3121,divorcé,0.77,10000.0,500.0
52,183.3,81.5,non,master,Hauts-de-France,non,2763,marié,0.9,5175.89104031576,500.0
28,159.4,79.4,oui,aucun,Auvergne-Rhône-Alpes,non,2091,divorcé,0.09,5175.89104031576,500.0
65,163.5,72.7,non,master,Normandie,non,500,célibataire,0.54,829.45,7533.546825284192
62,160.3,82.5,oui,master,Hauts-de-France,oui,1424,divorcé,0.92,10000.0,500.0
59,171.8,49.8,oui,doctorat,Occitanie,oui,2829,veuf,0.19,5000.0,24156.07663617894
48,161.9,68.5,oui,aucun,Auvergne-Rhône-Alpes,non,1168,marié,0.68,10000.0,500.0
