age,taille,poids,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret
69,166.3,38.8,non,1,Corse,non,non,1810,divorcé,0.91,2024-12-11,5175.89104031576,500.0
28,150.2,73.3,oui,4,Normandie,non,oui,1950,,0.27,2020-06-19,5000.0,30076.492167758945
28,176.3,54.4,non,3,Hauts-de-France,non,oui,3194,marié,0.97,2020-09-02,1185.33,15675.56939855582
58,167.1,73.0,oui,1,Bretagne,oui,oui,3272,célibataire,0.76,2023-05-12,5175.89104031576,18739.434573768805
71,178.2,85.2,oui,0,Normandie,non,oui,4039,célibataire,0.14,2024-01-15,5175.89104031576,26722.51063891717
52,189.2,64.0,non,0,Occitanie,non,oui,1697,célibataire,0.19,2024-02-29,5000.0,500.0
38,164.6,64.7,non,1,Hauts-de-France,non,oui,2053,,0.47,2022-03-24,5000.0,4420.722427663023
36,143.7,72.8,non,3,Auvergne-Rhône-Alpes,non,non,5365,célibataire,0.64,2020-03-27,800.84,5560.780587478581
44,173.1,67.7,oui,3,Auvergne-Rhône-Alpes,non,non,1289,célibataire,0.78,2023-03-13,1223.33,500.0
59,177.8,78.0,non,1,Occitanie,oui,oui,4091,divorcé,0.94,2021-09-12,616.36,3655.505647536224
18,187.2,69.9,non,3,Occitanie,non,oui,1717,,0.34,2023-09-06,1064.48,17197.43570202067
56,169.6,71.5,non,1,Occitanie,non,oui,4110,célibataire,0.65,2023-06-15,5000.0,15879.021218319647
22,163.6,79.6,non,2,Île-de-France,oui,oui,3591,divorcé,0.88,2020-12-16,5175.89104031576,12081.86465764577
70,181.9,65.3,oui,3,Occitanie,oui,oui,2887,marié,0.61,2020-10-04,5000.0,500.0
66,157.3,52.2,oui,3,Corse,non,oui,2610,divorcé,0.2,2022-08-13,5175.89104031576,11107.077914430149
56,177.1,83.6,non,4,Auvergne-Rhône-Alpes,non,oui,2623,divorcé,0.63,2023-03-27,990.79,35380.09618294562
69,160.3,98.3,oui,3,Normandie,non,oui,3359,marié,0.18,2021-10-23,906.02,28205.740727397675
57,160.7,71.8,oui,2,Occitanie,oui,non,4408,marié,0.54,2023-03-09,10000.0,500.0
22,193.6,71.6,oui,1,Corse,oui,non,3148,veuf,0.52,2020-11-29,5175.89104031576,500.0
70,174.6,73.2,non,0,Normandie,non,oui,4204,célibataire,0.22,2024-07-15,5000.0,18213.101271004227
24,162.2,74.0,non,4,Provence-Alpes-Côte d’Azur,oui,non,2487,célibataire,0.04,2022-08-06,10000.0,500.0
50,166.7,73.7,oui,2,Île-de-France,oui,oui,1732,marié,0.89,2024-01-06,10000.0,17723.20021809159
31,182.6,62.4,non,0,Île-de-France,oui,oui,2622,marié,0.46,2025-05-28,665.71,6984.706974534388
41,173.4,57.2,oui,0,Occitanie,oui,oui,3134,veuf,0.23,2025-04-08,894.34,500.0
37,172.3,87.4,non,4,Île-de-France,non,non,2737,divorcé,0.13,2020-04-16,10000.0,1440.069571905364
44,175.7,80.8,oui,3,Corse,non,non,1216,,0.72,2023-07-19,10000.0,500.0
56,150.9,60.0,non,4,Provence-Alpes-Côte d’Azur,non,non,2130,célibataire,0.59,2023-05-07,5175.89104031576,730.8434637470251
38,171.1,54.6,non,4,Bretagne,oui,oui,2948,veuf,0.91,2024-06-28,929.27,17211.450771728832
49,179.6,51.4,oui,1,Occitanie,non,non,1530,célibataire,0.58,2021-02-01,559.35,500.0
34,174.7,57.2,oui,1,Île-de-France,non,non,1828,divorcé,0.54,2021-01-10,5000.0,500.0
72,175.0,71.8,non,2,Auvergne-Rhône-Alpes,oui,oui,2302,veuf,0.46,2023-10-29,5175.89104031576,500.0
29,177.6,84.5,non,1,Normandie,non,oui,1590,divorcé,0.34,2020-06-06,5000.0,500.0
52,158.6,68.8,oui,3,Auvergne-Rhône-Alpes,non,oui,4509,marié,0.54,2025-03-04,1086.9,42103.45185172952
34,170.9,71.5,non,3,Bretagne,non,non,4143,marié,0.68,2022-11-01,5000.0,2173.539199674299
72,176.9,91.2,non,2,Hauts-de-France,oui,non,3151,veuf,0.38,2024-07-28,5000.0,500.0
19,168.1,73.9,non,4,Occitanie,oui,oui,4733,,0.88,2023-07-05,1231.54,20610.18863484644
28,158.4,60.6,oui,3,Île-de-France,non,non,2820,marié,0.21,2022-02-07,5175.89104031576,14502.031079825532
51,172.9,55.4,oui,0,Normandie,non,non,4181,marié,0.1,2023-01-31,5175.89104031576,500.0
58,166.1,95.4,non,2,Normandie,non,non,3134,divorcé,0.94,2025-01-06,228.39,500.0
31,171.0,67.7,oui,4,Hauts-de-France,oui,oui,2756,célibataire,0.39,2020-08-07,303.96,17849.679144678932
42,174.7,56.0,oui,3,Occitanie,non,oui,3907,célibataire,0.66,2021-01-23,5000.0,43038.733675838776
25,160.9,56.4,oui,1,Hauts-de-France,non,oui,4420,veuf,0.05,2025-06-07,10000.0,22830.529170100373
67,180.5,70.1,oui,2,Auvergne-Rhône-Alpes,non,oui,4080,marié,0.28,2023-07-07,10000.0,31894.085926088992
62,160.5,79.6,non,2,Normandie,non,oui,2968,célibataire,0.4,2022-07-19,5175.89104031576,12664.435501178286
46,164.5,73.3,oui,0,Île-de-France,oui,non,2071,célibataire,0.73,2022-08-23,5000.0,500.0
61,167.8,62.0,non,2,Auvergne-Rhône-Alpes,oui,oui,1557,divorcé,0.1,2024-04-13,5175.89104031576,10755.931244427064
66,172.6,79.9,non,1,Île-de-France,non,oui,500,veuf,0.42,2021-06-26,5175.89104031576,15548.138019379172
56,175.6,82.1,non,3,Île-de-France,non,oui,2566,,0.48,2025-05-05,5000.0,20237.30157615237
64,176.5,85.6,oui,1,Normandie,non,oui,3279,,0.3,2021-11-30,5175.89104031576,21833.999417828752
34,156.1,90.0,oui,3,Occitanie,non,oui,5338,,0.27,2020-11-27,10000.0,39111.97185442146
27,168.4,50.3,oui,0,Corse,non,non,3994,divorcé,0.61,2024-10-01,5175.89104031576,500.0
25,164.9,67.3,oui,4,Île-de-France,non,oui,2037,marié,0.39,2023-07-17,5175.89104031576,36363.72059684359
44,144.7,47.1,non,4,Provence-Alpes-Côte d’Azur,oui,oui,798,,0.2,2021-01-29,857.37,11785.02158142409
62,182.4,67.8,oui,3,Île-de-France,oui,non,3056,marié,0.92,2024-05-24,5175.89104031576,2778.895441146856
18,185.2,75.0,non,4,Occitanie,oui,oui,4376,divorcé,0.16,2021-04-11,5175.89104031576,17399.931684188447
62,166.3,91.2,oui,0,Normandie,non,non,4407,marié,0.65,2021-07-03,5175.89104031576,8503.44658404202
34,177.7,54.2,oui,1,Bretagne,oui,oui,3900,,0.46,2025-03-20,5175.89104031576,20600.912025801503
47,183.6,33.7,oui,3,Provence-Alpes-Côte d’Azur,oui,non,2512,divorcé,0.99,2023-05-28,5000.0,500.0
59,165.0,57.6,oui,4,Occitanie,oui,non,3408,veuf,0.47,2020-01-02,693.69,500.0
51,149.4,81.4,oui,1,Occitanie,oui,oui,3725,divorcé,0.76,2023-12-25,10000.0,13422.29100322649
32,152.8,69.5,oui,2,Corse,non,oui,3714,,0.5,2020-05-24,5000.0,15973.595824815971
44,167.1,62.8,oui,2,Hauts-de-France,non,non,1543,,0.07,2021-03-19,5000.0,500.0
52,170.7,63.2,oui,1,Bretagne,oui,oui,1870,célibataire,0.97,2025-02-15,5000.0,500.0
24,176.3,74.0,non,1,Bretagne,non,non,1544,divorcé,0.71,2023-07-10,961.13,500.0
67,165.5,64.6,oui,4,Corse,non,oui,3890,,0.76,2022-02-26,5175.89104031576,30264.14579652031
22,174.7,70.8,non,4,Corse,non,oui,2264,divorcé,0.01,2021-10-29,5175.89104031576,18388.659350015118
43,176.9,65.7,oui,4,Bretagne,non,non,3540,veuf,0.35,2024-12-18,5000.0,19833.87940555405
23,183.9,71.5,non,1,Occitanie,oui,non,4340,veuf,0.74,2022-10-31,5000.0,500.0
56,179.5,77.8,oui,2,Normandie,oui,oui,1922,,0.23,2023-03-12,494.82,6920.170149102289
72,169.0,51.2,oui,3,Auvergne-Rhône-Alpes,non,non,3320,,0.89,2020-10-31,10000.0,11431.23009848331
31,179.8,68.1,non,0,Occitanie,non,oui,1526,célibataire,0.49,2022-07-28,10000.0,500.0
46,172.2,61.2,non,2,Hauts-de-France,oui,oui,2173,veuf,0.89,2021-02-20,5000.0,1182.464992217078
66,174.5,55.0,non,1,Normandie,non,oui,3012,,0.06,2020-12-22,10000.0,8383.41641013824
64,172.1,80.8,non,4,Occitanie,oui,oui,3245,,0.41,2021-01-17,5175.89104031576,20849.14794541604
57,171.7,45.7,oui,1,Île-de-France,oui,non,2221,,0.2,2023-03-04,5175.89104031576,500.0
26,146.9,79.8,non,2,Occitanie,non,non,500,célibataire,0.14,2024-03-11,5000.0,500.0
27,153.2,57.2,oui,2,Corse,oui,oui,2231,divorcé,0.78,2020-07-22,5000.0,595.4529022693162
55,164.1,57.7,non,3,Île-de-France,oui,oui,848,,0.43,2025-02-21,10000.0,19311.85170122414
33,174.9,113.4,non,3,Hauts-de-France,non,oui,2900,marié,0.18,2020-05-30,10000.0,29107.11122185828
68,173.1,58.6,non,2,Occitanie,non,oui,1209,célibataire,0.53,2023-12-20,10000.0,4421.836090337169
56,195.2,77.0,oui,1,Bretagne,non,oui,2176,divorcé,0.03,2023-06-08,5000.0,22156.6601666299
49,174.5,91.4,non,3,Bretagne,non,non,4437,,0.13,2023-07-12,10000.0,9076.631651004212
22,182.1,74.6,non,1,Bretagne,oui,oui,1925,marié,0.27,2022-06-21,5175.89104031576,500.0
43,176.0,67.1,non,0,Corse,non,oui,2770,marié,0.06,2020-09-13,10000.0,500.0
71,175.3,84.1,non,1,Hauts-de-France,oui,oui,3743,,0.95,2022-11-16,5000.0,500.0
33,151.4,90.8,non,4,Occitanie,non,non,5393,célibataire,0.91,2020-11-29,5000.0,8779.914737074032
74,166.9,84.2,non,0,Provence-Alpes-Côte d’Azur,non,oui,1339,veuf,0.73,2022-01-24,5000.0,500.0
27,163.8,62.4,non,2,Bretagne,oui,oui,5408,marié,0.53,2020-07-25,1058.64,12003.974387865432
23,171.0,79.9,oui,2,Île-de-France,non,non,5316,veuf,0.29,2020-05-29,10000.0,19556.521117359865
21,163.9,55.4,non,0,Auvergne-Rhône-Alpes,non,non,3314,veuf,0.12,2020-04-14,5175.89104031576,500.0
42,174.1,75.6,oui,4,Île-de-France,non,non,2277,,0.56,2021-10-02,5175.89104031576,15115.590081648994
36,164.2,95.3,non,2,Hauts-de-France,non,oui,1781,,0.93,2024-12-02,5175.89104031576,2432.7924620553586
39,173.6,95.3,non,0,Occitanie,oui,non,3635,célibataire,0.64,2024-12-17,1453.44,500.0
72,164.6,93.1,oui,4,Auvergne-Rhône-Alpes,non,oui,1163,,0.78,2020-08-11,797.76,31218.020232801584
70,171.2,77.3,non,2,Provence-Alpes-Côte d’Azur,non,non,1609,veuf,0.05,2020-10-09,5175.89104031576,500.0
28,166.2,43.9,oui,1,Hauts-de-France,oui,oui,4957,divorcé,0.95,2021-11-14,1223.69,9446.472980106704
20,174.8,60.7,oui,3,Provence-Alpes-Côte d’Azur,non,oui,500,,0.72,2023-07-22,464.67,22361.333369471427
72,161.0,87.5,non,2,Hauts-de-France,non,oui,5505,veuf,0.77,2021-12-25,5175.89104031576,22506.54481869007
57,162.9,61.6,non,0,Bretagne,oui,oui,536,célibataire,0.46,2020-01-16,5000.0,500.0
27,174.5,66.8,oui,4,Corse,non,oui,5200,célibataire,0.77,2021-01-26,5175.89104031576,27305.77273471144
34,179.4,58.4,oui,3,Corse,oui,oui,4483,célibataire,0.75,2023-05-12,5000.0,24757.281249515778
25,180.2,76.1,oui,0,Auvergne-Rhône-Alpes,oui,oui,4324,marié,0.75,2024-10-29,5000.0,11123.788700251043
22,162.9,57.4,non,2,Provence-Alpes-Côte d’Azur,oui,non,3111,divorcé,0.31,2024-05-11,488.9,500.0
37,174.1,81.8,oui,4,Auvergne-Rhône-Alpes,non,oui,3074,célibataire,0.57,2023-04-26,5000.0,33156.131553929656
38,158.0,63.6,oui,2,Auvergne-Rhône-Alpes,non,non,658,marié,0.41,2020-06-09,10000.0,500.0
47,168.0,31.9,non,4,Hauts-de-France,non,oui,2904,,0.07,2021-04-20,765.92,26267.050324186486
52,152.8,76.0,oui,0,Bretagne,oui,oui,1389,divorcé,0.89,2024-01-19,5175.89104031576,500.0
56,174.0,93.2,non,4,Hauts-de-France,oui,non,1185,divorcé,0.07,2024-07-04,1047.29,500.0
48,151.2,39.3,oui,4,Provence-Alpes-Côte d’Azur,oui,non,500,célibataire,0.74,2020-10-08,10000.0,500.0
67,185.4,70.9,non,3,Hauts-de-France,oui,oui,1706,marié,0.86,2021-01-21,5000.0,8530.171542970327
40,153.9,71.8,non,2,Provence-Alpes-Côte d’Azur,non,non,500,marié,0.87,2020-01-04,940.7,500.0
20,179.7,80.7,non,2,Occitanie,oui,oui,1945,divorcé,0.3,2024-12-11,5175.89104031576,500.0
24,177.2,58.9,non,0,Corse,oui,oui,4001,veuf,0.65,2024-12-15,5175.89104031576,936.1984497142817
72,183.3,83.1,oui,0,Normandie,non,oui,2539,,0.01,2022-04-17,5000.0,853.7959272966966
22,164.3,83.9,non,3,Occitanie,non,oui,1244,marié,0.52,2021-07-21,671.13,16612.42167072627
48,176.2,99.7,oui,2,Normandie,non,non,3200,célibataire,0.42,2024-11-13,5175.89104031576,500.0
58,180.1,61.6,oui,4,Bretagne,oui,non,1861,,0.28,2024-03-10,10000.0,6011.798991135412
30,169.6,54.1,oui,3,Hauts-de-France,oui,oui,2560,divorcé,0.11,2025-02-21,10000.0,20292.408867132155
67,171.8,62.5,non,4,Auvergne-Rhône-Alpes,non,oui,2440,célibataire,0.68,2023-09-21,860.06,31792.38150694156
51,165.9,47.7,non,3,Île-de-France,oui,oui,1119,célibataire,0.1,2022-08-14,10000.0,14916.0339311424
32,178.2,95.3,non,0,Corse,oui,non,2891,veuf,0.66,2021-07-25,10000.0,500.0
45,172.1,61.5,oui,3,Provence-Alpes-Côte d’Azur,oui,oui,1192,,0.56,2021-11-30,5175.89104031576,10733.234559213986
73,182.2,85.8,oui,3,Provence-Alpes-Côte d’Azur,oui,oui,500,veuf,0.23,2021-04-18,5000.0,15819.26553529323
51,167.9,51.0,non,1,Hauts-de-France,non,non,2247,célibataire,0.92,2025-04-23,5000.0,500.0
72,166.6,67.4,non,0,Normandie,oui,oui,1185,veuf,0.68,2021-07-28,5000.0,500.0
34,186.4,59.1,oui,4,Hauts-de-France,non,non,500,,0.51,2023-09-26,5175.89104031576,500.0
48,164.9,59.0,oui,1,Île-de-France,oui,non,1021,divorcé,0.44,2022-06-28,661.7,500.0
48,176.6,68.6,oui,0,Auvergne-Rhône-Alpes,oui,non,1309,divorcé,0.92,2022-01-11,5175.89104031576,500.0
48,191.2,52.2,non,3,Provence-Alpes-Côte d’Azur,non,oui,2708,,0.48,2020-10-04,10000.0,10671.75694925496
37,163.6,73.4,non,4,Hauts-de-France,oui,oui,3085,divorcé,0.29,2021-08-06,5175.89104031576,14821.298061499252
49,175.4,94.5,non,2,Hauts-de-France,oui,non,963,veuf,0.98,2021-02-15,10000.0,500.0
53,165.1,62.6,oui,2,Île-de-France,non,oui,3573,marié,0.87,2021-01-21,888.67,35923.21824329299
21,163.1,64.8,non,3,Occitanie,oui,non,2276,célibataire,0.03,2024-10-31,5175.89104031576,500.0
73,168.5,52.1,non,2,Île-de-France,oui,oui,3857,marié,0.55,2020-07-29,5175.89104031576,18172.210413180703
26,151.5,76.5,non,2,Île-de-France,oui,oui,1035,marié,0.72,2024-12-11,5000.0,1352.1952582900844
54,181.8,50.1,non,4,Hauts-de-France,oui,oui,1385,marié,0.82,2020-08-12,1398.79,11579.698833698158
35,154.3,88.3,oui,1,Auvergne-Rhône-Alpes,non,non,746,célibataire,0.4,2021-09-20,5175.89104031576,500.0
34,161.0,72.0,oui,4,Occitanie,oui,non,3073,,0.88,2022-09-15,5175.89104031576,500.0
54,167.2,65.0,non,0,Corse,non,oui,2101,célibataire,0.34,2022-07-07,10000.0,500.0
21,154.3,77.4,oui,4,Normandie,non,non,2778,divorcé,0.25,2020-11-03,5175.89104031576,500.0
71,185.1,80.9,non,2,Corse,oui,non,2637,,0.12,2023-07-10,814.03,500.0
25,170.3,76.7,oui,2,Provence-Alpes-Côte d’Azur,oui,oui,3226,,0.63,2020-07-13,10000.0,14206.009367066032
64,165.0,40.8,non,4,Auvergne-Rhône-Alpes,non,oui,1484,marié,0.85,2024-09-20,736.29,18913.535511262864
40,168.5,80.9,non,4,Occitanie,non,oui,3622,veuf,0.38,2023-04-23,5175.89104031576,24007.860170588843
36,180.8,69.7,oui,2,Île-de-France,oui,oui,2912,marié,0.49,2021-08-18,5000.0,20294.65511964112
18,157.6,79.4,oui,2,Bretagne,non,oui,2199,,0.13,2025-04-18,5000.0,17543.403390661868
63,171.0,77.6,non,4,Auvergne-Rhône-Alpes,non,non,2077,,0.02,2023-06-14,5000.0,8851.47513253766
31,177.0,43.1,non,2,Île-de-France,oui,oui,3258,marié,0.33,2022-03-21,915.26,12229.796649872353
50,176.9,79.2,non,4,Occitanie,non,oui,644,veuf,0.73,2022-09-18,5175.89104031576,16283.7215593546
26,166.7,61.4,non,0,Île-de-France,non,oui,2983,célibataire,0.84,2022-03-19,973.25,3815.353995880664
50,166.1,82.9,oui,0,Normandie,non,non,979,divorcé,0.61,2024-01-29,5000.0,500.0
54,156.9,93.6,oui,3,Hauts-de-France,oui,non,2724,veuf,0.41,2024-06-22,1090.67,500.0
34,155.2,68.5,oui,1,Auvergne-Rhône-Alpes,oui,oui,1671,divorcé,0.34,2025-03-30,5175.89104031576,8230.338986540903
59,175.2,51.9,oui,4,Bretagne,non,oui,2320,,0.64,2020-08-14,5175.89104031576,36167.76622830452
19,168.9,73.9,oui,1,Île-de-France,oui,oui,2972,,0.68,2023-08-17,10000.0,24836.587172466585
22,170.7,64.7,oui,4,Hauts-de-France,oui,non,2253,marié,0.88,2023-10-30,10000.0,500.0
31,175.6,82.1,non,4,Occitanie,non,oui,1100,marié,0.77,2024-09-23,786.26,24151.30009138787
69,169.3,63.3,oui,3,Normandie,oui,oui,2781,célibataire,0.87,2023-01-13,10000.0,12849.66453351526
18,171.0,81.7,oui,2,Corse,oui,oui,2691,marié,0.77,2021-08-23,5000.0,5178.461905660711
70,167.6,70.0,non,0,Bretagne,non,oui,2316,divorcé,0.46,2021-08-09,5000.0,10625.22505171767
19,154.6,73.1,oui,1,Normandie,oui,oui,2421,divorcé,0.61,2020-07-07,10000.0,10377.238066160244
69,178.2,68.8,non,0,Occitanie,oui,non,3099,marié,0.5,2021-09-13,5175.89104031576,500.0
36,156.1,72.5,oui,3,Normandie,non,non,1436,célibataire,0.14,2024-03-16,5175.89104031576,500.0
71,167.1,72.1,oui,1,Provence-Alpes-Côte d’Azur,oui,oui,1521,célibataire,0.55,2023-02-16,5000.0,8958.751400020752
62,173.8,82.5,non,3,Corse,non,oui,3344,veuf,0.54,2020-07-24,10000.0,8082.296416917527
20,158.8,86.3,oui,2,Bretagne,non,oui,1885,,0.67,2023-02-09,5175.89104031576,27756.833338880904
22,173.7,90.9,non,1,Corse,oui,oui,3343,,0.49,2024-12-08,5000.0,500.0
61,185.6,73.1,oui,2,Occitanie,non,oui,987,veuf,0.4,2023-12-20,780.33,18145.549807858868
74,158.7,55.6,non,4,Île-de-France,non,non,1774,,0.81,2023-06-27,1039.09,500.0
54,154.9,67.9,oui,1,Occitanie,non,oui,2309,,0.43,2022-10-17,5000.0,25164.516564663525
61,166.0,80.7,oui,1,Occitanie,non,oui,1464,veuf,0.49,2024-07-23,10000.0,10131.66846365795
39,158.0,67.6,oui,1,Corse,non,oui,1518,veuf,0.08,2024-03-21,10000.0,3912.560356258768
43,169.4,38.3,oui,2,Normandie,oui,non,1519,,1.0,2020-06-07,10000.0,500.0
19,179.1,73.8,oui,2,Auvergne-Rhône-Alpes,non,oui,2960,,0.88,2022-09-20,710.32,24170.919318010536
39,155.1,62.5,non,1,Île-de-France,non,oui,1624,célibataire,0.06,2021-10-29,5175.89104031576,4882.286063224627
27,182.7,62.0,non,2,Auvergne-Rhône-Alpes,oui,oui,3477,veuf,0.89,2020-04-07,744.4,14517.806161457043
23,176.1,94.9,non,0,Corse,non,non,1977,divorcé,0.19,2021-10-02,5175.89104031576,500.0
35,162.2,65.3,oui,1,Occitanie,oui,non,1864,veuf,0.28,2021-10-12,5000.0,500.0
29,164.5,50.8,oui,3,Provence-Alpes-Côte d’Azur,oui,non,4479,,0.87,2021-01-07,5175.89104031576,11704.36628697587
21,160.1,56.1,non,1,Hauts-de-France,non,oui,2395,marié,0.32,2024-05-31,5175.89104031576,13531.803584188276
48,182.1,51.1,oui,1,Bretagne,oui,oui,2173,marié,0.83,2024-09-28,5000.0,4137.958771077626
35,161.5,78.3,non,4,Normandie,non,oui,3066,marié,0.82,2020-04-07,5000.0,21484.31832814409
71,166.6,73.6,oui,4,Corse,non,oui,1579,divorcé,0.81,2024-07-30,5000.0,17478.508978244045
65,189.1,49.0,non,4,Île-de-France,oui,oui,5270,marié,0.51,2025-05-02,5175.89104031576,37943.8602929614
59,167.8,92.6,oui,3,Auvergne-Rhône-Alpes,oui,non,2835,célibataire,0.34,2020-03-22,501.35,500.0
49,178.3,81.8,non,1,Normandie,oui,oui,2952,marié,0.38,2020-01-28,5175.89104031576,500.0
41,166.5,77.4,non,0,Occitanie,non,non,3315,marié,0.88,2022-02-24,5175.89104031576,500.0
33,176.1,61.8,non,3,Provence-Alpes-Côte d’Azur,oui,non,500,divorcé,0.4,2021-09-27,5175.89104031576,500.0
32,156.0,72.3,oui,2,Hauts-de-France,oui,non,4392,divorcé,0.98,2023-08-15,5175.89104031576,500.0
41,166.7,65.5,oui,3,Bretagne,non,oui,500,,0.8,2020-04-19,5000.0,17729.107635313183
19,183.6,45.9,oui,0,Normandie,non,oui,2428,,0.89,2023-08-06,557.05,9634.552592096086
57,167.3,65.4,oui,0,Provence-Alpes-Côte d’Azur,oui,oui,2762,veuf,0.55,2025-05-16,5000.0,7230.425395693608
41,181.0,63.1,oui,3,Bretagne,non,oui,2236,divorcé,0.21,2021-10-14,5000.0,23789.25327939984
24,175.7,72.8,non,0,Hauts-de-France,non,oui,3883,marié,0.09,2021-07-28,5000.0,3147.811151843219
21,199.9,85.7,oui,4,Provence-Alpes-Côte d’Azur,non,non,500,veuf,0.13,2022-09-19,5000.0,500.0
75,162.1,42.1,non,1,Bretagne,non,non,2010,veuf,0.59,2021-08-11,452.14,500.0
67,182.0,72.3,oui,1,Auvergne-Rhône-Alpes,oui,non,1500,marié,0.93,2023-01-25,5175.89104031576,500.0
70,177.9,92.5,non,3,Hauts-de-France,oui,oui,1348,marié,0.78,2024-05-31,5000.0,500.0
35,177.1,67.5,non,1,Provence-Alpes-Côte d’Azur,non,non,3006,,0.43,2024-01-24,5175.89104031576,500.0
33,172.8,70.7,oui,3,Auvergne-Rhône-Alpes,non,oui,4181,,0.23,2020-12-20,5175.89104031576,45953.10735215207
27,170.6,82.7,non,4,Occitanie,non,non,2332,,0.44,2023-12-10,1129.88,5641.9426226197775
63,186.6,85.6,non,3,Île-de-France,non,oui,1142,célibataire,0.26,2020-01-25,5000.0,21770.35822862159
37,162.1,96.1,non,2,Auvergne-Rhône-Alpes,non,non,3498,marié,0.08,2024-04-27,5175.89104031576,500.0
54,169.3,58.1,non,0,Corse,oui,non,964,veuf,0.58,2025-02-15,989.03,500.0
72,169.6,92.4,oui,2,Bretagne,non,oui,2618,veuf,0.48,2023-06-02,5175.89104031576,28319.53589596485
55,166.5,102.1,oui,3,Corse,non,non,4245,célibataire,0.29,2021-07-19,5000.0,500.0
65,164.6,71.9,non,0,Provence-Alpes-Côte d’Azur,non,oui,2782,divorcé,0.23,2023-03-26,5000.0,500.0
47,166.8,80.6,non,4,Occitanie,non,non,2246,marié,0.5,2021-04-13,10000.0,8360.660090286354
50,164.9,58.7,non,1,Auvergne-Rhône-Alpes,oui,oui,1086,marié,0.77,2021-09-22,685.02,500.0
58,175.5,55.5,non,4,Hauts-de-France,non,oui,3142,,0.73,2020-01-17,5175.89104031576,14102.349016629383
46,171.1,109.4,non,1,Hauts-de-France,oui,oui,2147,divorcé,0.17,2021-01-15,5000.0,500.0
40,175.2,62.9,non,3,Hauts-de-France,non,oui,2773,veuf,0.83,2021-12-23,5000.0,20527.32364551167
67,183.1,56.9,oui,3,Bretagne,oui,non,1721,,0.87,2022-06-10,5000.0,500.0
34,151.9,57.9,oui,4,Normandie,non,oui,3255,,0.47,2022-07-03,454.79,27977.84158327855
59,152.5,91.3,oui,3,Corse,oui,non,2365,célibataire,0.26,2022-02-25,985.68,500.0
35,156.6,56.5,non,0,Île-de-France,non,oui,4123,divorcé,0.04,2021-12-16,10000.0,18200.41903580191
59,157.9,65.2,non,0,Île-de-France,non,oui,2218,,0.73,2022-05-23,10000.0,781.5679829672639
71,164.8,69.5,non,4,Corse,non,non,2309,marié,0.89,2022-05-08,5175.89104031576,500.0
65,183.5,73.2,oui,4,Normandie,non,oui,3497,divorcé,0.15,2024-07-12,679.14,33318.97988955484
74,172.9,96.5,non,0,Île-de-France,oui,oui,2965,,0.56,2025-02-05,10000.0,8545.432669045727
58,164.6,76.8,non,4,Occitanie,non,oui,2809,,0.19,2023-02-27,5175.89104031576,19980.13470989714
63,160.6,93.5,oui,1,Île-de-France,oui,non,2784,célibataire,0.22,2021-02-26,5175.89104031576,500.0
58,172.0,79.1,oui,1,Auvergne-Rhône-Alpes,oui,non,2575,marié,0.48,2021-10-01,215.48,500.0
34,148.8,61.7,non,2,Provence-Alpes-Côte d’Azur,non,oui,2558,marié,0.49,2024-08-28,5000.0,16227.086392415826
73,166.0,41.9,non,1,Hauts-de-France,non,non,6029,,0.19,2021-05-21,5175.89104031576,738.0742498209131
27,167.7,79.3,oui,2,Bretagne,non,oui,2515,,0.46,2022-11-12,509.07,17999.64542909169
41,155.2,80.1,oui,0,Bretagne,oui,non,2117,célibataire,0.99,2023-09-18,5175.89104031576,500.0
34,170.4,61.6,non,2,Auvergne-Rhône-Alpes,oui,oui,3482,célibataire,0.19,2025-04-25,744.38,11616.9030696559
42,171.3,96.5,non,3,Auvergne-Rhône-Alpes,non,oui,2667,,0.48,2021-03-31,177.18,16912.590543496095
64,168.3,62.4,non,3,Hauts-de-France,oui,non,500,célibataire,0.05,2020-08-27,5000.0,500.0
63,180.4,49.1,non,1,Provence-Alpes-Côte d’Azur,oui,non,4145,célibataire,0.37,2021-06-07,10000.0,500.0
53,146.0,73.4,non,0,Île-de-France,oui,oui,820,divorcé,0.12,2020-03-02,927.14,500.0
56,172.5,83.5,non,1,Auvergne-Rhône-Alpes,oui,oui,1449,marié,0.37,2021-03-14,5175.89104031576,500.0
34,170.3,66.6,non,3,Île-de-France,non,oui,2869,divorcé,0.32,2022-02-18,10000.0,26304.32033268927
46,157.4,90.4,oui,1,Normandie,non,oui,2484,veuf,0.36,2021-02-08,5175.89104031576,17884.292429399396
24,174.2,81.5,non,2,Corse,oui,oui,3919,célibataire,0.68,2022-12-19,1443.68,4771.326582774387
72,170.2,72.7,oui,4,Occitanie,oui,oui,2396,marié,0.73,2020-12-31,865.77,24672.434267643137
20,168.2,70.6,non,2,Normandie,non,oui,2178,divorcé,0.34,2025-01-06,776.49,22925.26629283329
50,177.4,68.3,oui,0,Provence-Alpes-Côte d’Azur,oui,non,1836,,0.44,2022-11-02,5175.89104031576,500.0
73,154.8,89.3,non,3,Corse,non,non,4243,veuf,0.34,2023-04-08,10000.0,500.0
40,173.9,75.3,non,1,Île-de-France,oui,oui,4591,veuf,0.17,2021-07-07,5175.89104031576,11024.348114058204
